"Decay_Time_Constant","float","0","100000","100","The exponential decay length, in days, where the current effect is equal to 1 - dt/**Decay_Time_Constant** (dt equal to delta time).",".. code-block:: json

    {
      ""Decay_Time_Constant"": 30,
      ""Initial_Effect"": 0.95
    }
"
"Initial_Effect","float","0","1","1","The initial efficacy, held for a specified duration (in days) as specified with the **Box_Duration** parameter. After this duration the efficacy decays at an exponential decay length (in days), where the current effect is equal to **Initial_Effect** - dt/**Decay_Time_Constant** (dt equal to delta time).",".. code-block:: json

    {
      ""Waning_Config"": {
        ""Decay_Time_Constant"": 0.87,
        ""Initial_Effect"": 0.9,
        ""class"": ""WaningEffectExponential""
      }
    }
"
