"Event_Coordinator_Config","json object","NA","NA","NA","An object that specifies how the event is handled by the simulation. It specifies which Event Coordinator class will handle the event, and then configures the coordinator. This description starts with specifying class, and then the other fields depend on the class.
",".. code-block:: json

    {
      ""Event_Coordinator_Config"": {
        ""class"": ""StandardInterventionDistributionEventCoordinator"",
        ""Demographic_Coverage"": 1.0
      }
    }
"
"Nodeset_Config","json object","NA","NA","NA","An object that specifies in which nodes the interventions will be distributed. Set to one of the :ref:`campaign-nodeset-config`.
",".. code-block:: json

    {
      ""Nodeset_Config"": {
        ""class"": ""NodeSetAll""
      }
    }
"
"Start_Year","float","1900","2200","1900","The absolute year of the simulation to activate the event's event coordinator. To have the intervention applied other than at the beginning of the year, you must enter a decimal value after the year. For example, 2010.5 would have the intervention applied halfway through the year 2010.",".. code-block:: json

    {
      ""Start_Year"": 1962
    }
"
